x1,x2,y
0.219824252,0.30175675,1
0.723954489,0.305437969,0
0.057861859,0.825013149,1
0.182733135,0.07624005,0
0.500421605,0.806318188,1
0.703473887,0.197586695,0
0.025812524,0.635989613,1
0.848674042,0.864728473,1
0.575433766,0.767031212,1
0.579137274,0.20907357,0
0.833426529,0.958785755,1
0.353248155,0.14155368,0
0.369464332,0.520799311,1
0.148878131,0.802005893,1
0.381874469,0.007439943,0
0.597475771,0.922057882,1
0.004413329,0.393910483,1
0.792661578,0.627883694,0
0.055115767,0.060338483,1
0.292558425,0.727512459,1
0.484040971,0.868671418,1
0.56114205,0.917633569,1
0.679039038,0.841053578,1
0.722763447,0.411619181,0
0.232776375,0.063749919,0
0.61285326,0.439594022,0
0.234778357,0.51515217,1
0.323996702,0.930713894,1
0.657544103,0.277692727,0
0.33105962,0.571096684,1
0.653828726,0.626814771,0
0.209560441,0.384638123,1
0.255112881,0.291365426,1
0.261284744,0.05605535,0
0.359292151,0.790484445,1
0.575729515,0.909018166,1
0.590126463,0.338475473,0
0.33235443,0.938930343,1
0.153268004,0.764467741,1
0.918195571,0.352743263,0
0.451790254,0.094115555,0
0.971481868,0.745805724,0
0.928800679,0.189759381,0
0.857082962,0.096619866,0
0.597116507,0.220307105,0
0.898673931,0.782629371,0
0.241493241,0.150717373,0
0.562762089,0.650937231,1
0.325049267,0.848232821,1
0.830797286,0.156595964,0
0.541306902,0.984535988,1
0.83083435,0.317699154,0
0.817179432,0.204044666,0
0.677463031,0.593484679,0
0.607147357,0.364535739,0
0.826096681,0.262851735,0
0.959474641,0.592703797,0
0.878283248,0.077193602,0
0.076501408,0.06940918,0
0.6825706,0.341882987,0
0.051820493,0.636629306,1
0.920376246,0.740379659,0
0.078136232,0.911078876,1
0.971811146,0.347210896,0
0.870900514,0.514730871,0
0.578661831,0.392677702,0
0.75357922,0.32503039,0
0.521785406,0.205021715,0
0.821443024,0.761845981,0
0.628485466,0.190633203,0
0.171736882,0.505814462,1
0.787234999,0.899923369,1
0.639798323,0.353744574,0
0.871763629,0.002283015,0
0.882123887,0.405537183,0
0.434292196,0.574617471,1
0.021879852,0.809153612,1
0.786077702,0.993242362,1
0.923925612,0.555740442,0
0.182919089,0.69904027,1
0.416618076,0.996027287,1
0.249822579,0.079133894,0
0.703991609,0.613224187,0
0.333628321,0.829863593,1
0.458005029,0.888483484,1
0.248642665,0.794735251,1
0.741227368,0.505303274,0
0.126667244,0.624844592,1
0.304098094,0.746883509,1
0.901657266,0.672341855,0
0.187107948,0.200392811,1
0.829631944,0.476947027,0
0.515891476,0.650657066,1
0.325471093,0.545555722,1
0.321459831,0.613600238,1
0.935147211,0.56257392,0
0.669847028,0.23038322,0
0.919413973,0.389949924,0
0.503346617,0.218179671,0
0.905422841,0.238976659,0
0.644671655,0.444868905,0
0.694118211,0.028193886,0
0.945360124,0.234776132,0
0.593536988,0.464200318,0
0.904863234,0.027850699,0
0.421785147,0.985936475,1
0.504550422,0.945700533,1
0.162740293,0.835083473,1
0.861171017,0.932165009,1
0.088437865,0.791658086,1
0.955893671,0.013820575,0
0.006130165,0.893280016,1
0.688107913,0.489895296,0
0.003056774,0.120294307,1
0.758885191,0.782300015,1
0.718524606,0.958114262,1
0.274624429,0.576711108,1
0.495411918,0.017902279,0
0.055631035,0.188069476,1
0.092040405,0.233123999,1
0.088574392,0.568479332,1
0.932606782,0.603486669,0
0.482348877,0.905871242,1
0.696975884,0.369979632,0
0.420105031,0.401768574,0
0.713384402,0.788340884,1
0.814561571,0.951654635,1
0.363019091,0.377751384,1
0.312068883,0.49162623,1
0.058800377,0.376620925,1
0.628154759,0.936144217,1
0.961624966,0.656962101,0
0.457126853,0.217953832,0
0.385390805,0.826776596,1
0.823416364,0.276758565,0
0.56179494,0.348866259,0
0.713652153,0.963285319,1
0.171109955,0.86023764,1
0.600312095,0.462898996,0
0.176965095,0.128924772,0
0.704804237,0.149579738,0
0.084979868,0.017365933,0
0.751314169,0.541962767,0
0.422931327,0.051437872,0
0.759249045,0.719524557,0
0.749427918,0.088335807,0
0.141896859,0.156764412,1
0.906791664,0.820598292,0
0.11669427,0.809781231,1
0.434300214,0.796581802,1
0.115466108,0.41018848,1
0.284355521,0.503574046,1
0.99731557,0.28292421,0
0.242912256,0.872922529,1
0.672119285,0.656374733,0
0.665997452,0.950354697,1
0.000812917,0.831884208,1
0.419779975,0.381712085,0
0.670815932,0.181556963,0
0.607087754,0.552717929,0
0.860621397,0.33981997,0
0.5985326,0.452919629,0
0.470030547,0.092942629,0
0.603633948,0.021000705,0
0.93583886,0.602087395,0
0.855888959,0.701371774,0
0.751673798,0.801774997,1
0.310815628,0.515829527,1
0.531528591,0.370508459,0
0.901337234,0.847672997,0
0.180484357,0.15334245,0
0.236441348,0.232665664,0
0.292250294,0.873001129,1
0.98184395,0.523355298,0
0.357740958,0.867342041,1
0.519226647,0.045672024,0
0.849862688,0.300457989,0
0.961967565,0.926429857,0
0.595738664,0.336344806,0
0.066480314,0.793197816,1
0.686068503,0.224910153,0
0.437424995,0.716534792,1
0.225209597,0.717059585,1
0.518133934,0.546607345,1
0.581974085,0.861060347,1
0.770245395,0.962019532,1
0.243244768,0.156053079,0
0.950834779,0.905088024,0
0.173730689,0.680573018,1
0.665376291,0.993038248,1
0.721467116,0.362832424,0
0.578732401,0.172748678,0
0.759795564,0.944100425,1
0.308739313,0.463838492,1
0.671378386,0.713177829,1
0.425907283,0.950103451,1
0.713819026,0.264199948,0
0.736502834,0.433239061,0
0.999220184,0.865509449,0
0.305547726,0.724405659,1
0.588978387,0.618217138,1
0.122399784,0.892697144,1
0.444418672,0.461227554,1
0.227121191,0.611298398,1
0.165481559,0.014062092,0
0.197841696,0.115912962,0
0.965593824,0.981507878,1
0.097120591,0.035006919,0
0.852287066,0.937444879,1
0.229437901,0.630752632,1
0.647798595,0.210439018,0
0.063545001,0.408725889,1
0.828854297,0.712764544,0
0.441650471,0.357763171,0
0.062683388,0.245331139,1
0.461155499,0.376577329,0
0.294242412,0.324109877,1
0.091981427,0.950557535,1
0.29255519,0.038935281,0
0.25670203,0.927648954,1
0.805088767,0.963206575,1
0.415835398,0.292580107,0
0.535945717,0.959958693,1
0.184176183,0.074700735,0
0.408708314,0.461838921,1
0.609205366,0.134990092,0
0.12133891,0.670645981,1
0.312695978,0.932322437,1
0.999337361,0.458710553,0
0.212611662,0.042927778,0
0.741875868,0.476960829,0
0.627234155,0.066397533,0
0.786109694,0.624474551,0
0.252880262,0.562253282,1
0.82884771,0.931671267,1
0.028555239,0.415597751,1
0.116690567,0.143177067,1
0.485093872,0.829666955,1
0.235980199,0.309067848,1
0.841427811,0.697191104,0
0.545698731,0.311580131,0
0.499392432,0.039158038,0
0.23188371,0.188625147,0
0.241779986,0.453747266,1
0.252463495,0.327649983,1
0.580205641,0.678607822,1
0.935312805,0.984813756,1
0.968422021,0.71579477,0
0.860793108,0.644777998,0
0.817880429,0.223778676,0
0.062213875,0.055955007,0
0.883058829,0.590266866,0
0.653770464,0.427324364,0
0.63009647,0.727805577,1
0.592251725,0.784783996,1
0.192482105,0.266429167,1
0.738698982,0.984177399,1
0.425016412,0.011193309,0
0.551445438,0.90798709,1
0.462810543,0.705230283,1
0.688347692,0.048907895,0
0.585941211,0.628195297,1
0.678796881,0.087826313,0
0.981717713,0.997156351,1
0.912337202,0.223490986,0
0.511378234,0.51581266,1
0.844404713,0.301530068,0
0.92278318,0.819777725,0
0.528922761,0.737869445,1
0.910557845,0.504571719,0
0.228999103,0.463992163,1
0.30195912,0.201628555,0
0.894619931,0.732215728,0
0.72316968,0.083463892,0
0.532970332,0.487193451,0
0.361921206,0.262921815,0
